merchant_id,creation_date,name,street,state,city,country,contact_number
MERCHANT2660,2022-02-05 20:35:24,OptumInsight,89213 Terrace shire,Tennessee,Oakland,"Saint Helena, Ascension and Tristan da Cunha",755-800-7720
MERCHANT11878,2023-01-31 17:12:35,Food+Tech Connect,26211 Square mouth,Oklahoma,San Diego,Bolivia (Plurinational State of),207-258-1948
MERCHANT15095,2022-11-16 09:39:02,ClearHealthCosts,2433 Port Route burgh,Delaware,St. Louis,Guyana,320-483-2721
MERCHANT57690,2020-03-31 08:07:48,Fidelity Investments,92082 New Plaza port,Wisconsin,Norfolk,Turkmenistan,691-813-0154
MERCHANT23408,2021-08-26 00:27:23,Computer Packages Inc,4136 West Forks side,Maryland,Garland,South Georgia and the South Sandwich Islands,106-790-5856
MERCHANT33237,2022-01-14 13:07:52,nGAP Incorporated,456 West Islands furt,South Carolina,Portland,Tunisia,229-749-3099
MERCHANT18118,2021-08-25 07:26:23,SimpleTuition,87900 Loaf side,Delaware,Irvine,Switzerland,247-966-1157
MERCHANT0605,2023-05-24 06:59:17,Cerner,242 New Mountains chester,Alaska,Albuquerque,United Kingdom of Great Britain and Northern Ireland,756-208-5592
MERCHANT7454,2020-04-01 18:24:19,Berkshire Hathaway,1176 Key ton,Georgia,Jacksonville,Paraguay,144-405-4535
MERCHANT0972,2020-05-03 22:58:48,Ceiba Solutions,57804 New Center port,Connecticut,New Orleans,Barbados,776-484-0692
MERCHANT33495,2020-02-18 05:59:29,Business Monitor International,879 Port Knolls port,Florida,Baton Rouge,Latvia,456-053-9804
MERCHANT28997,2021-04-28 03:42:29,gRadiant Research LLC,429 Ferry shire,Nebraska,Santa Ana,Jersey,620-719-9212
MERCHANT42703,2023-04-17 03:25:46,"PayScale, Inc.",89960 East Falls ville,Kansas,Boise,Mozambique,209-248-4812
MERCHANT12589,2023-09-28 12:56:42,Zonability,35376 Port Ports haven,Iowa,Milwaukee,Chile,448-611-1374
MERCHANT21567,2022-02-02 16:34:56,Credit Karma,3114 West Island stad,Oregon,Newark,Paraguay,852-475-1112
MERCHANT48722,2020-03-03 02:27:00,"VisualDoD, LLC",1772 New Haven borough,New Mexico,New Orleans,Holy See,110-399-4510
MERCHANT2682,2022-07-22 18:05:25,HopStop,9472 East Fall ville,Connecticut,Irvine,Ãland Islands,016-153-5558
MERCHANT23871,2020-06-16 12:48:52,Bridgewater,8422 Lake Fork mouth,New Hampshire,Seattle,Tonga,727-716-8067
MERCHANT58098,2022-10-19 05:35:42,Noveda Technologies,1401 Corners mouth,Wyoming,San Bernardino,Hong Kong,465-228-6424
MERCHANT2304,2021-03-23 14:21:02,Cloudspyre,130 West Fort land,Tennessee,Austin,Iraq,894-468-6761
MERCHANT2610,2023-01-13 21:42:09,Collective IP,1833 East Orchard stad,Florida,Tucson,Turks and Caicos Islands,390-958-8463
MERCHANT41943,2022-02-09 11:00:04,Credit Karma,825 Isle mouth,Florida,Colorado Springs,Falkland Islands (Malvinas),578-865-9648
MERCHANT48992,2020-12-13 14:52:27,Code-N,5784 Common stad,Wyoming,Las Vegas,Maldives,667-045-6169
MERCHANT42974,2020-12-01 16:34:42,AutoGrid Systems,21292 Ways stad,Connecticut,Bakersfield,Brazil,066-554-0793
MERCHANT64456,2020-08-25 23:56:28,Paxata,9267 East Course furt,Montana,Atlanta,Cayman Islands,836-260-1006
MERCHANT3440,2021-10-08 11:15:26,VitalChek,7882 East Common burgh,Rhode Island,Tucson,Svalbard and Jan Mayen,491-574-6297
MERCHANT54636,2023-05-28 01:24:00,Healthline,92893 Spurs chester,Georgia,Birmingham,United Kingdom of Great Britain and Northern Ireland,647-276-0522
MERCHANT51967,2020-02-15 09:00:41,The Schork Report,7976 East Parkway ville,South Carolina,Santa Ana,Maldives,428-457-1729
MERCHANT57718,2023-03-17 18:49:03,"Loqate, Inc.",106 Islands fort,Virginia,Bakersfield,Svalbard and Jan Mayen,871-601-4899
MERCHANT41811,2023-07-21 04:28:06,InCadence,5130 East Hills stad,Oregon,Norfolk,Croatia,686-291-0723
MERCHANT57728,2022-02-05 06:21:08,WattzOn,596 Port Squares stad,Mississippi,Indianapolis,Egypt,364-249-6903
MERCHANT25399,2022-09-17 11:51:05,LOVELAND Technologies,875 New Mountains shire,Nebraska,Nashville-Davidson,Liechtenstein,218-785-8772
MERCHANT4208,2021-06-27 03:18:11,CitySourced,87247 Port Mount borough,Missouri,North Las Vegas,Virgin Islands (U.S.),996-259-8736
MERCHANT34893,2022-02-25 21:52:40,PYA Analytics,16924 Tunnel ton,North Carolina,Corpus Christi,Bahamas,457-262-1940
MERCHANT34011,2022-03-24 13:54:13,Mapbox,19516 West View mouth,Indiana,San Diego,Timor-Leste,169-645-6599
MERCHANT65103,2020-12-25 20:19:38,Alltuition,28219 New Forest fort,West Virginia,Aurora,Western Sahara,869-841-8211
MERCHANT28422,2023-08-12 12:43:42,Business and Legal Resources,90836 Green land,Minnesota,Long Beach,Puerto Rico,911-927-6322
MERCHANT7383,2022-01-17 15:14:06,Department of Better Technology,33682 West Divide ton,West Virginia,Fort Worth,New Caledonia,937-522-9201
MERCHANT9806,2021-11-06 10:49:48,IBM,6967 North Walks ton,Wyoming,Memphis,Venezuela (Bolivarian Republic of),186-530-1964
MERCHANT22712,2023-02-10 08:07:48,"Ontodia, Inc",7381 Radial ton,Colorado,Hialeah,Antarctica,817-008-2707
MERCHANT21357,2023-04-15 19:31:02,Estately,87786 Ridge furt,Illinois,Corpus Christi,Belarus,634-336-9398
MERCHANT9770,2023-09-25 13:44:33,Parsons Brinckerhoff,7310 Fields ton,Arizona,Columbus,Kyrgyzstan,963-887-6978
MERCHANT36540,2023-03-15 03:46:39,Dabo Health,414 West Crossing stad,Connecticut,Colorado Springs,Latvia,563-533-2133
MERCHANT20667,2020-10-05 17:54:42,Recargo,3201 Port Neck mouth,South Dakota,Denver,Turkmenistan,034-290-8037
MERCHANT34674,2023-03-18 23:59:56,iMedicare,82107 South Shoals mouth,South Carolina,Chula Vista,Saint Lucia,365-794-0613
MERCHANT14104,2020-03-20 20:56:06,Garmin,44579 Neck view,South Carolina,Indianapolis,Bulgaria,714-739-7490
MERCHANT7141,2022-03-01 23:46:56,Golden Helix,385 New Extension haven,Maryland,El Paso,CÃ´te d'Ivoire,948-760-0834
MERCHANT11171,2023-02-01 04:25:48,"Govzilla, Inc.",76783 Inlet chester,New York,Fort Worth,United States of America,919-663-8287
MERCHANT53845,2021-07-18 21:07:57,Propeller Health,647 Port Ford side,Arkansas,Chesapeake,Indonesia,846-588-3349
MERCHANT42059,2023-07-15 18:09:28,CoolClimate,744 West Road borough,Florida,San Bernardino,French Guiana,381-146-8921
MERCHANT27386,2022-06-13 21:12:17,Earthquake Alert!,3880 Port Loaf stad,Oregon,Oklahoma,Ecuador,670-021-7573
MERCHANT59968,2020-03-10 08:56:28,Locavore,7859 South Turnpike furt,Connecticut,Stockton,Algeria,688-696-2716
MERCHANT54108,2021-10-10 04:41:48,Embark,61695 Shore mouth,Utah,Los Angeles,Ãland Islands,155-716-7902
MERCHANT8194,2021-04-30 23:55:50,DataMade,260 East Land borough,West Virginia,Irvine,Libya,278-036-7788
MERCHANT5315,2023-02-08 00:58:34,"Lumesis, Inc.",96647 Forks view,Tennessee,San Bernardino,Portugal,360-964-6220
MERCHANT39580,2021-05-14 21:15:59,Garmin,6291 Viaduct ville,Mississippi,Raleigh,Saint Vincent and the Grenadines,661-689-1017
MERCHANT6581,2021-07-14 07:38:55,Berkshire Hathaway,608 Parkway shire,Connecticut,New York City,Netherlands,345-413-2487
MERCHANT65500,2020-02-05 04:09:26,RAND Corporation,286 Gardens port,Nevada,Norfolk,Gambia,324-028-9316
MERCHANT64590,2020-01-02 13:31:40,FlightAware,383 New Orchard berg,North Carolina,Lexington-Fayette,Greenland,371-338-8758
MERCHANT31284,2021-04-26 15:12:41,Enigma.io,8904 Mills borough,Delaware,Louisville/Jefferson,Bolivia (Plurinational State of),423-758-1722
MERCHANT14977,2022-01-27 16:20:39,Weight Watchers,317 East Divide port,Colorado,El Paso,Georgia,471-907-3414
MERCHANT52407,2021-04-26 10:15:55,Capital Cube,67333 North Glens ton,Kentucky,Garland,Lithuania,209-720-1798
MERCHANT41903,2021-05-20 22:56:34,KPMG,8911 Ridges haven,Maine,Denver,Saint Lucia,786-872-9770
MERCHANT23215,2021-07-03 05:17:26,Food+Tech Connect,5240 West Road stad,Montana,El Paso,Pakistan,650-282-0891
MERCHANT16385,2023-06-01 11:29:52,KLD Research,4184 Coves fort,Oklahoma,Charlotte,Somalia,756-713-7646
MERCHANT0357,2023-11-20 22:26:05,BizVizz,50124 Square shire,Massachusetts,Honolulu,Sint Maarten (Dutch part),218-076-3617
MERCHANT33792,2020-01-02 12:23:47,(Leg)Cyte,779 Coves mouth,Utah,Boise,Maldives,433-907-1910
MERCHANT61991,2022-08-30 12:19:43,Farmers,52624 New Extensions port,Delaware,Albuquerque,Hungary,224-083-8595
MERCHANT41894,2021-04-26 22:05:24,Intermap Technologies,18567 Spurs ton,New York,Mesa,Burkina Faso,834-127-8978
MERCHANT8763,2022-02-09 05:18:37,Teradata,3868 Port Neck ville,Wyoming,Toledo,Venezuela (Bolivarian Republic of),373-244-2837
MERCHANT37349,2021-01-18 10:57:55,SeeClickFix,377 West Port fort,Wyoming,Portland,Virgin Islands (British),946-907-1805
MERCHANT7444,2023-09-18 02:39:42,Biovia,8196 North Ports side,Idaho,San Bernardino,Kazakhstan,334-794-8024
MERCHANT27142,2021-09-28 12:34:05,StreetEasy,9279 New Parkways port,Rhode Island,Reno,"Tanzania, United Republic of",356-591-5780
MERCHANT61089,2022-04-02 16:58:59,Social Explorer,6957 Roads shire,Rhode Island,Birmingham,Peru,205-677-1219
MERCHANT23097,2020-01-15 02:40:42,AutoGrid Systems,4993 Port Centers shire,Connecticut,Omaha,Malta,951-557-1585
MERCHANT36501,2020-11-05 05:28:50,DataWeave,5920 North Walk berg,Illinois,Tampa,Sweden,470-291-8109
MERCHANT2429,2021-04-06 21:10:13,Experian,4880 Mission shire,Illinois,Cincinnati,Liberia,210-145-2077
MERCHANT26545,2023-10-08 09:50:24,Thomson Reuters,993 East Drive stad,South Dakota,St. Petersburg,"Taiwan, Province of China",431-147-2653
MERCHANT42953,2022-07-01 08:05:29,Center for Responsive Politics,671 East Points side,Virginia,Jersey,Kuwait,899-074-7116
MERCHANT19975,2022-05-09 04:35:47,SeeClickFix,146 Forges bury,Florida,St. Louis,Iceland,777-102-3766
MERCHANT51899,2022-09-22 18:43:53,Bloomberg,4807 Port Isle borough,South Carolina,Nashville-Davidson,Guam,731-588-2368
MERCHANT3918,2022-07-04 01:38:20,HelloWallet,69095 South Prairie mouth,West Virginia,Cleveland,Poland,824-533-4900
MERCHANT47946,2023-02-25 09:55:29,GenoSpace,661 Stream mouth,West Virginia,San Diego,Niger,388-748-5591
MERCHANT2791,2021-01-04 20:10:12,Avvo,204 Mews burgh,Pennsylvania,Portland,Dominica,032-854-6328
MERCHANT6250,2020-09-25 12:14:17,Impact Forecasting (Aon),41884 Tunnel berg,Oklahoma,Fresno,Belarus,228-729-7223
MERCHANT34560,2021-06-06 15:24:05,Simple Energy,8923 Rest fort,Connecticut,Pittsburgh,Maldives,970-013-1830
MERCHANT55523,2020-08-08 11:16:09,YourMapper,113 Lakes berg,Oklahoma,Phoenix,Sao Tome and Principe,109-312-7929
MERCHANT16797,2022-06-11 11:48:57,InCadence,5171 East Summit shire,North Dakota,Greensboro,Virgin Islands (U.S.),322-073-3178
MERCHANT38385,2022-11-08 19:09:30,Merrill Lynch,910 New Isle port,North Carolina,Chula Vista,Rwanda,704-073-1310
MERCHANT35819,2020-05-01 06:58:55,Verdafero,2160 Roads mouth,Idaho,Omaha,Saint Vincent and the Grenadines,845-502-2182
MERCHANT33284,2021-05-22 10:26:22,"Urban Mapping, Inc",5701 Branch stad,Utah,Albuquerque,Eswatini,692-439-0275
MERCHANT41969,2023-02-16 10:53:25,First Fuel Software,7035 Via shire,Illinois,Honolulu,Congo,564-738-7629
MERCHANT49069,2020-01-21 20:17:28,Trulia,708 New Inlet side,Vermont,Kansas,San Marino,119-389-7460
MERCHANT32721,2021-03-10 00:57:08,Biovia,173 Forks land,Nevada,Long Beach,Montserrat,800-783-6122
MERCHANT37248,2023-11-02 13:09:42,Allied Van Lines,98822 Lake Parks mouth,Maine,New York City,Sri Lanka,506-439-0406
MERCHANT19186,2020-09-04 12:08:22,Symcat,9193 Lights bury,California,Milwaukee,Czechia,636-252-9454
MERCHANT53160,2022-10-29 23:33:27,Morgan Stanley,52086 East Bridge fort,Connecticut,Toledo,Turkmenistan,500-233-9636
MERCHANT46500,2022-10-09 15:30:51,CB Insights,582 Curve borough,Florida,Jersey,Djibouti,438-315-2870
MERCHANT37214,2020-02-17 13:21:35,48 Factoring Inc.,197 Streets land,New Jersey,Philadelphia,Haiti,372-812-8618
MERCHANT62549,2020-01-16 22:34:34,nGAP Incorporated,33290 Fort burgh,Ohio,Orlando,Antigua and Barbuda,318-499-0775
MERCHANT40419,2021-01-13 23:16:33,PublicEngines,975 North Oval haven,Maine,Long Beach,United States of America,311-675-6885
MERCHANT7565,2020-01-05 13:18:51,"HDScores, Inc",36149 New Summit fort,Oklahoma,Lincoln,Burkina Faso,628-507-0781
MERCHANT42150,2023-09-08 22:15:34,BillGuard,67982 Port Lakes ville,Montana,Oakland,Finland,038-159-1035
MERCHANT23403,2020-05-01 19:03:53,MarketSense,58868 Track ville,Virginia,Atlanta,Turks and Caicos Islands,333-447-1584
MERCHANT40278,2022-07-01 14:38:24,FlightView,795 Hollow bury,Wisconsin,Corpus Christi,Tajikistan,981-681-7559
MERCHANT48284,2021-03-23 17:51:21,Google Maps,8747 North Forest side,North Carolina,Stockton,Antigua and Barbuda,700-485-6773
MERCHANT43734,2021-02-02 02:48:24,Healthline,495 West Greens chester,Wisconsin,Arlington,Georgia,502-272-1723
MERCHANT47128,2022-06-09 05:27:31,Code for America,2044 Plaza mouth,Kentucky,Corpus Christi,Saint BarthÃ©lemy,835-446-6953
MERCHANT17265,2022-12-04 01:09:26,Oversight Systems,11762 West Locks side,Louisiana,Charlotte,Heard Island and McDonald Islands,725-670-8997
MERCHANT21541,2022-01-30 09:10:17,T. Rowe Price,9842 South Fall side,Delaware,Toledo,Guadeloupe,527-102-8982
MERCHANT55038,2020-06-13 14:15:35,Mapbox,8000 Walk mouth,Tennessee,Birmingham,Northern Mariana Islands,222-565-1526
MERCHANT25896,2022-01-24 21:36:38,BetterLesson,110 Stravenue stad,Minnesota,Houston,Slovenia,222-551-8956
MERCHANT37997,2020-01-16 13:00:27,Science Exchange,901 East Ranch stad,West Virginia,Omaha,Luxembourg,286-250-0040
MERCHANT5187,2022-08-08 16:58:24,Honest Buildings,6595 Drive view,California,Los Angeles,Montenegro,282-101-5326
MERCHANT2800,2020-09-20 02:42:15,HelloWallet,80818 Cliff stad,Hawaii,Hialeah,Uzbekistan,927-472-1580
MERCHANT49917,2023-06-02 17:34:02,Informatica,5240 Port Knoll burgh,Vermont,Norfolk,Zimbabwe,755-875-5689
MERCHANT57508,2022-06-11 04:12:52,Owler,940 Plaza fort,Oregon,Tulsa,Hungary,892-955-6164
MERCHANT54386,2023-04-06 07:29:20,Optensity,536 Lake Place haven,Florida,Santa Ana,Mayotte,828-685-6343
MERCHANT21665,2023-04-15 12:41:22,PublicEngines,62109 South Junction ton,Montana,Houston,Barbados,283-652-2430
MERCHANT15069,2021-01-17 09:29:26,McGraw Hill Financial,645 Dale port,Nebraska,Hialeah,Armenia,876-640-2946
MERCHANT4094,2021-06-17 13:01:46,"Graematter, Inc.",30917 Alley view,Massachusetts,Riverside,Liberia,199-200-9470
MERCHANT47680,2023-07-16 22:38:57,Unigo LLC,73184 Rapids berg,Colorado,Colorado Springs,Honduras,401-852-7315
MERCHANT43984,2021-08-26 04:30:48,ClearHealthCosts,31107 Cape stad,Nevada,North Las Vegas,Isle of Man,521-679-6315
MERCHANT24829,2022-12-14 14:27:47,TransparaGov,304 Lake Spring haven,Alabama,Scottsdale,Montserrat,427-560-3645
MERCHANT30817,2020-06-17 00:17:58,Lenddo,5038 Viaduct berg,Rhode Island,Laredo,Bahrain,452-895-9938
MERCHANT31518,2021-12-19 10:29:15,Be Informed,10687 Port Circles side,Iowa,Greensboro,Australia,954-875-8013
MERCHANT50850,2021-08-26 10:28:47,State Farm Insurance,541 Port Club stad,Missouri,Chicago,Guinea-Bissau,258-606-7096
MERCHANT26131,2022-07-11 14:15:49,Liquid Robotics,9185 East Way borough,Idaho,Minneapolis,Guernsey,954-140-1574
MERCHANT21804,2022-01-23 17:48:28,AtSite,786 South Knolls mouth,Arkansas,Lexington-Fayette,Dominica,848-769-5738
MERCHANT27604,2023-02-26 02:00:00,CliniCast,80696 Forges mouth,Delaware,Nashville-Davidson,Croatia,590-127-9594
MERCHANT63045,2022-06-17 18:53:44,Department of Better Technology,19543 Lake Stravenue shire,Maryland,Honolulu,Paraguay,475-529-4845
MERCHANT12583,2021-10-12 11:44:04,Liquid Robotics,7663 Point land,Rhode Island,Chicago,Suriname,449-595-7985
MERCHANT52466,2021-01-10 22:49:49,Overture Technologies,34031 Alley burgh,Mississippi,Portland,Antarctica,963-728-4225
MERCHANT1985,2021-08-10 19:03:49,PYA Analytics,44798 Ramp port,New Mexico,Anaheim,"Congo, Democratic Republic of the",560-377-4715
MERCHANT48230,2020-09-15 02:49:37,Connotate,147 New Drive port,New Hampshire,Lexington-Fayette,Hong Kong,639-125-3040
MERCHANT26685,2020-04-22 11:35:00,PIXIA Corp,61491 East Via ville,Michigan,San Diego,Czechia,590-803-0523
MERCHANT41623,2022-09-08 09:52:14,Canon,4630 West Forges view,North Carolina,Corpus Christi,Slovakia,016-557-4338
MERCHANT11013,2020-10-17 13:26:42,PlaceILive.com,16244 West Forge fort,Alabama,Riverside,Virgin Islands (U.S.),717-727-0365
MERCHANT25330,2020-05-10 03:44:55,Ayasdi,91218 South Ranch chester,New Hampshire,El Paso,South Africa,197-625-5967
MERCHANT62733,2023-05-11 02:20:37,"Calcbench, Inc.",252 Prairie mouth,California,Corpus Christi,Lesotho,206-458-8997
MERCHANT2497,2023-10-30 05:23:22,Spikes Cavell Analytic Inc,355 Drive borough,Indiana,Irving,Jamaica,361-857-5158
MERCHANT60776,2023-10-26 01:22:12,Zillow,18875 New Motorway furt,Texas,Anaheim,Fiji,879-845-4439
MERCHANT42274,2021-02-26 10:16:55,"HealthPocket, Inc.",6881 Port Circle burgh,Tennessee,Tampa,Bolivia (Plurinational State of),500-682-3712
MERCHANT54967,2020-05-27 11:13:31,GoodGuide,935 South Crossing town,Florida,Austin,Tonga,593-864-5478
MERCHANT12046,2021-06-04 06:15:08,ZocDoc,1598 Vista port,Pennsylvania,Cleveland,Christmas Island,889-777-7081
MERCHANT13257,2022-06-12 23:16:00,United Mayflower,7951 Squares furt,Alabama,Aurora,Tunisia,044-195-2983
MERCHANT19343,2023-04-15 22:05:24,Google Public Data Explorer,239 Port Overpass furt,Virginia,Wichita,Seychelles,789-213-7812
MERCHANT2644,2020-10-17 01:01:08,Revelstone,8649 Springs bury,Kentucky,Wichita,French Southern Territories,984-609-8175
MERCHANT19787,2020-06-20 10:01:36,"Expert Health Data Programming, Inc.",157 Port Plain chester,South Dakota,Las Vegas,Mauritius,535-034-6871
MERCHANT11270,2022-06-19 09:15:53,TowerData,461 Roads port,New Jersey,Baltimore,"Palestine, State of",652-484-0730
MERCHANT16620,2020-07-11 06:44:48,Maponics,861 North Prairie fort,New Hampshire,Colorado Springs,Denmark,903-892-4750
MERCHANT58498,2020-02-09 00:54:37,CONNECT-DOT LLC.,6134 Park ton,South Dakota,Fresno,Nauru,255-646-8078
MERCHANT47054,2023-07-10 14:18:24,IMS Health,9609 Alley mouth,Alaska,Detroit,Denmark,730-440-4326
MERCHANT8267,2023-02-12 06:04:30,IPHIX,90135 West Stream ton,Florida,Phoenix,Brunei Darussalam,173-168-0081
MERCHANT46662,2021-06-27 04:10:49,RedLaser,824 South Fort burgh,Tennessee,New Orleans,Haiti,404-528-2500
MERCHANT33194,2020-06-08 06:05:12,Tableau Software,35507 Ports ton,Arizona,Tulsa,Netherlands,714-825-3237
MERCHANT63758,2021-08-06 05:55:31,Kimono Labs,436 East Avenue view,Connecticut,San Jose,Albania,671-439-3422
MERCHANT29939,2021-01-04 14:30:09,Allianz,762 Extensions shire,Rhode Island,Los Angeles,French Southern Territories,234-383-4339
MERCHANT14064,2022-10-09 16:05:22,5PSolutions,839 Pass haven,Georgia,Hialeah,Tunisia,366-771-1948
MERCHANT47695,2021-02-19 03:57:27,"OpportunitySpace, Inc.",119 Lake view,Washington,Dallas,Gabon,834-752-3840
MERCHANT15501,2021-12-02 14:31:36,Simple Energy,7012 West River mouth,North Carolina,San Antonio,Poland,648-416-4812
MERCHANT40202,2022-04-26 15:02:04,Social Explorer,587 Port Parks mouth,New Jersey,Arlington,Jamaica,081-314-9002
MERCHANT34855,2022-08-13 16:12:30,xDayta,60115 New Springs stad,Oklahoma,Charlotte,Turkey,825-100-3426
MERCHANT61080,2023-10-01 03:09:15,Morgan Stanley,7160 Mall town,Washington,Tulsa,Ireland,573-736-4025
MERCHANT30987,2021-02-10 20:01:05,Foursquare,143 East Bridge stad,North Dakota,Wichita,Finland,687-759-2334
MERCHANT58384,2022-05-07 01:37:56,Progressive Insurance Group,219 Tunnel town,West Virginia,Baton Rouge,Grenada,078-095-0152
MERCHANT59054,2021-08-06 21:26:33,Overture Technologies,4277 South Mews fort,Michigan,Austin,Indonesia,525-212-7092
MERCHANT51369,2021-01-23 21:26:17,MetLife,234 Centers mouth,New Mexico,Fresno,Bosnia and Herzegovina,592-853-9059
MERCHANT20416,2022-05-27 09:12:13,U.S. News Schools,3050 Groves borough,Rhode Island,Chula Vista,Albania,063-879-4650
MERCHANT53168,2023-11-01 15:27:33,How's My Offer?,525 Creek land,Nebraska,St. Paul,Bahamas,378-852-7610
MERCHANT56315,2021-10-07 18:21:54,PossibilityU,90043 North Village ton,Arkansas,Scottsdale,Puerto Rico,689-523-7354
MERCHANT58923,2020-05-31 10:51:21,Lilly Open Innovation Drug Discovery,60251 Lake Key land,Kentucky,Lubbock,Sweden,111-375-1240
MERCHANT13910,2021-06-28 18:48:09,Xatori,33651 East Divide berg,Virginia,Lubbock,Algeria,364-519-5700
MERCHANT59169,2022-05-08 20:30:48,Socrata,98435 Valley ton,Pennsylvania,Omaha,Guernsey,257-458-5269
MERCHANT44783,2022-03-27 06:31:13,SigFig,2492 Lock town,Colorado,Nashville-Davidson,Bangladesh,401-473-7911
MERCHANT61237,2021-03-19 22:32:54,BizVizz,421 Lake Flats shire,Oregon,Irving,Saint Lucia,401-803-2550
MERCHANT27469,2020-01-04 18:29:26,Sage Bionetworks,986 West Curve stad,Texas,Scottsdale,Czechia,434-083-5435
MERCHANT25929,2020-10-06 03:28:43,Nautilytics,42517 Forest ton,Louisiana,Miami,Ireland,133-498-9562
MERCHANT1921,2020-10-15 17:42:15,Think Computer Corporation,8685 Lake Land town,New York,Bakersfield,Serbia,330-062-4549
MERCHANT53928,2023-07-12 02:20:19,T. Rowe Price,69014 East Pass fort,Washington,Miami,Andorra,070-877-5994
MERCHANT14451,2021-02-04 21:15:27,Factual,384 Bypass fort,Minnesota,Irvine,Bosnia and Herzegovina,124-741-4543
MERCHANT25527,2022-01-15 01:09:52,Equilar,442 West Rue borough,Alabama,St. Louis,Madagascar,733-186-8461
MERCHANT50311,2023-01-28 21:03:35,"HDScores, Inc",490 Square shire,New Hampshire,Oakland,Saint Vincent and the Grenadines,984-630-5882
MERCHANT3349,2022-10-26 21:28:49,Credit Sesame,4149 North Station borough,North Carolina,Tampa,Sierra Leone,489-270-2339
MERCHANT59823,2021-02-11 21:19:01,Farmers,3160 West Square side,New Jersey,Portland,Virgin Islands (U.S.),439-757-4641
MERCHANT55540,2021-06-28 07:08:09,Tendril,4022 West Ranch mouth,Nebraska,Philadelphia,Bermuda,388-742-2411
MERCHANT9400,2023-09-25 21:54:30,KPMG,8286 South Meadow town,Oregon,Virginia Beach,Mauritania,406-602-2103
MERCHANT7224,2022-04-07 15:02:04,Allianz,68618 Flat bury,Vermont,Glendale,United Arab Emirates,779-139-5465
MERCHANT61702,2021-04-23 03:43:57,SAP,53045 South Center haven,Pennsylvania,Fort Worth,Ãland Islands,320-432-7478
MERCHANT52807,2023-05-26 01:12:17,Connotate,21742 West Prairie ville,Wisconsin,Nashville-Davidson,Christmas Island,624-757-6942
MERCHANT4190,2021-06-02 04:20:53,Weight Watchers,9360 Cliff shire,Michigan,Mesa,Jamaica,535-447-9967
MERCHANT52784,2023-04-27 16:36:09,LOVELAND Technologies,9976 Port Village ville,Maryland,Austin,Kenya,325-275-9690
MERCHANT53145,2023-08-06 23:03:59,Urban Airship,17930 Lake Course fort,West Virginia,Fresno,Guernsey,335-470-8162
MERCHANT4051,2022-05-09 17:12:29,PlotWatt,97127 South Ferry town,Vermont,Scottsdale,Malta,203-899-4440
MERCHANT29056,2020-05-22 04:11:48,"College Abacus, an ECMC initiative",43600 West Key view,Michigan,Sacramento,Bhutan,427-570-0033
MERCHANT38322,2021-01-09 18:29:34,Oversight Systems,72110 Streets furt,North Dakota,Irvine,Namibia,119-177-8633
MERCHANT5824,2021-06-06 03:13:47,Kimono Labs,902 Parks mouth,New Jersey,Long Beach,Philippines,424-843-1472
MERCHANT25981,2021-07-09 15:59:09,"PayScale, Inc.",23391 North Brooks view,Kansas,Tucson,French Polynesia,255-851-2975
MERCHANT39811,2020-01-30 04:37:30,Equal Pay for Women,90274 Summit stad,New Jersey,Chandler,Sierra Leone,597-628-8900
MERCHANT56682,2021-10-22 11:31:42,Yelp,942 West Courts stad,Oklahoma,San Jose,Qatar,493-940-0559
MERCHANT11624,2022-04-26 23:23:38,"HDScores, Inc",487 Loop ton,South Carolina,Lexington-Fayette,Tonga,864-276-3202
MERCHANT5857,2021-08-27 03:39:10,HealthMap,4411 North Bypass mouth,Oklahoma,Irvine,Virgin Islands (U.S.),857-452-5139
MERCHANT4834,2023-02-05 08:53:43,H3 Biomedicine,126 Squares haven,South Dakota,Boise,Norway,251-038-4668
MERCHANT21849,2021-05-28 16:11:13,Cerner,48232 Ports berg,North Dakota,Anaheim,El Salvador,634-290-8741
MERCHANT19654,2022-10-19 06:26:22,Outline,4151 West Plaza shire,Massachusetts,New York City,Mongolia,715-516-5991
MERCHANT51403,2021-05-13 20:10:22,AccuWeather,19344 Pass ton,Missouri,Greensboro,Western Sahara,484-913-3750
MERCHANT61043,2022-09-22 13:01:28,How's My Offer?,92518 Glens mouth,Wyoming,Boston,CuraÃ§ao,421-899-1932
MERCHANT18344,2022-07-15 09:24:45,SpotCrime,6070 North Parkways burgh,Rhode Island,Tulsa,Mauritius,420-977-9248
MERCHANT50140,2020-06-13 14:47:44,Cloudspyre,1741 Port Forges shire,Missouri,Philadelphia,Guam,854-053-2341
MERCHANT55293,2020-07-20 14:38:58,How's My Offer?,53134 Lake Meadow mouth,Nevada,Buffalo,Cambodia,506-857-4219
MERCHANT53123,2021-09-10 12:07:20,indoo.rs,12303 Trace mouth,Wyoming,Tucson,Paraguay,147-761-0266
MERCHANT55979,2022-01-31 14:54:28,STILLWATER SUPERCOMPUTING INC,8522 Rapid haven,New Mexico,Birmingham,Saint Martin (French part),390-046-5524
MERCHANT6788,2020-11-06 05:39:57,Intelius,7543 East Passage land,New York,Chicago,"Taiwan, Province of China",836-806-2132
MERCHANT36537,2021-09-30 07:50:11,WattzOn,52117 West Radial furt,New Mexico,Irving,Bouvet Island,116-998-3150
